구분번호,대통령,글제목,연설일자,원문보기,연설장소
1307296,노태우,제13대 대통령 취임사,1988-02-25,http://dams.pa.go.kr:8888/dams/DOCUMENT/2009/11/26/DOC/SRC/0104200911264087400040874012841.PDF,국내
1307297,노태우,제69주년 3·1절 기념사,1988-03-01,http://dams.pa.go.kr:8888/dams/DOCUMENT/2009/11/26/DOC/SRC/0104200911264087500040875012842.PDF,국내
1307298,노태우,민주정의당 제13대 국회의원후보자 공천장 수여식 연설,1988-03-19,http://dams.pa.go.kr:8888/dams/DOCUMENT/2009/11/26/DOC/SRC/0104200911264087600040876012843.PDF,국내
1307299,노태우,민주평화통일자문회의 오찬 연설,1988-03-24,http://dams.pa.go.kr:8888/dams/DOCUMENT/2009/11/26/DOC/SRC/0104200911264087700040877012844.PDF,국내
1307300,노태우,공군사관학교 제36기 졸업 및 임관식 치사,1988-03-25,http://dams.pa.go.kr:8888/dams/DOCUMENT/2009/11/26/DOC/SRC/0104200911264087800040878012845.PDF,국내
1307301,노태우,육군사관학교 제44기 졸업 및 임관식 치사,1988-03-29,http://dams.pa.go.kr:8888/dams/DOCUMENT/2009/11/26/DOC/SRC/0104200911264087900040879012846.PDF,국내
1307303,노태우,민주정의당 지구당 창당대회 총재 치사,1988-03-30,http://dams.pa.go.kr:8888/dams/DOCUMENT/2009/11/26/DOC/SRC/0104200911264088100040881012848.PDF,국내
1307302,노태우,재외공관장회의 참석자들을 위한 만찬 연설,1988-03-30,http://dams.pa.go.kr:8888/dams/DOCUMENT/2009/11/26/DOC/SRC/0104200911264088000040880012847.PDF,국내
1307305,노태우,경찰대학 제4기 졸업 및 임관식 치사,1988-04-01,http://dams.pa.go.kr:8888/dams/DOCUMENT/2009/11/26/DOC/SRC/0104200911264088300040883012850.PDF,국내
1307304,노태우,월간현대문학 통권400호 축하서한,1988-04-01,http://dams.pa.go.kr:8888/dams/DOCUMENT/2009/11/26/DOC/SRC/0104200911264088200040882012849.PDF,국내
1307306,노태우,향토예비군 창설 제20주년 기념일에 즈음한 담화,1988-04-02,http://dams.pa.go.kr:8888/dams/DOCUMENT/2009/11/26/DOC/SRC/0104200911264088400040884012851.PDF,국내
1307307,노태우,해군사관학교 제42기 졸업 및 임관식 치사,1988-04-07,http://dams.pa.go.kr:8888/dams/DOCUMENT/2009/11/26/DOC/SRC/0104200911264088500040885012852.PDF,국내
1307309,노태우,광주·전남지역 각계인사 초청 다과회 연설,1988-04-15,http://dams.pa.go.kr:8888/dams/DOCUMENT/2009/11/26/DOC/SRC/0104200911264088700040887012854.PDF,국내
1307308,노태우,민주평화통일자문회의 자문위원에게 보내는 친서,1988-04-15,http://dams.pa.go.kr:8888/dams/DOCUMENT/2009/11/26/DOC/SRC/0104200911264088600040886012853.PDF,국내
1307310,노태우,취임 후 첫 기자회견,1988-04-21,http://dams.pa.go.kr:8888/dams/DOCUMENT/2009/11/26/DOC/SRC/0104200911264088800040888012855.PDF,국내
1307311,노태우,서울지역 각계인사 초청 다과회 연설,1988-04-22,http://dams.pa.go.kr:8888/dams/DOCUMENT/2009/11/26/DOC/SRC/0104200911264088900040889012856.PDF,국내
1307312,노태우,민주정의당 지구당위원장 접견시 연설,1988-05-02,http://dams.pa.go.kr:8888/dams/DOCUMENT/2009/11/26/DOC/SRC/0104200911264089000040890012857.PDF,국내
1307313,노태우,예순 여섯번째 어린이 날을 맞아 어린이들에게 보내는 말씀,1988-05-05,http://dams.pa.go.kr:8888/dams/DOCUMENT/2009/11/26/DOC/SRC/0104200911264089100040891012858.PDF,국내
1307314,노태우,소년조선일보 서면회견,1988-05-05,http://dams.pa.go.kr:8888/dams/DOCUMENT/2009/11/26/DOC/SRC/0104200911264089200040892012859.PDF,국내
1307315,노태우,소년한국일보 서면회견,1988-05-05,http://dams.pa.go.kr:8888/dams/DOCUMENT/2009/11/26/DOC/SRC/0104200911264089300040893012860.PDF,국내
1307316,노태우,청와대국무회의에서의 지시,1988-05-09,http://dams.pa.go.kr:8888/dams/DOCUMENT/2009/11/26/DOC/SRC/0104200911264089400040894012861.PDF,국내
1307317,노태우,제13대 국회 개원식 연설,1988-05-30,http://dams.pa.go.kr:8888/dams/DOCUMENT/2009/11/26/DOC/SRC/0104200911264089500040895012862.PDF,국내
1307318,노태우,미국 유 에스 에이 투데이지 회견,1988-06-03,http://dams.pa.go.kr:8888/dams/DOCUMENT/2009/11/26/DOC/SRC/0104200911264089600040896012863.PDF,국내
1307319,노태우,한국일보 창간34돌 기념 특별회견,1988-06-09,http://dams.pa.go.kr:8888/dams/DOCUMENT/2009/11/26/DOC/SRC/0104200911264089700040897012864.PDF,국내
1307320,노태우,6·29선언 1주년 기자간담회,1988-06-28,http://dams.pa.go.kr:8888/dams/DOCUMENT/2009/11/26/DOC/SRC/0104200911264089800040898012865.PDF,국내
1307321,노태우,6·29선언 1주년 기념민정신문특별회견,1988-06-28,http://dams.pa.go.kr:8888/dams/DOCUMENT/2009/11/26/DOC/SRC/0104200911264089900040899012866.PDF,국내
1307322,노태우,리관유 싱가폴 수상내외를 위한 만찬 만찬사,1988-07-06,http://dams.pa.go.kr:8888/dams/DOCUMENT/2009/11/26/DOC/SRC/0104200911264090000040900012867.PDF,국내
1307323,노태우,민족자존과 통일번영을 위한 특별선언,1988-07-07,http://dams.pa.go.kr:8888/dams/DOCUMENT/2009/11/26/DOC/SRC/0104200911264090100040901012868.PDF,국내
1307324,노태우,광양제철소 제2기 종합준공식 치사,1988-07-12,http://dams.pa.go.kr:8888/dams/DOCUMENT/2009/11/26/DOC/SRC/0104200911264090200040902012869.PDF,국내
1307325,노태우,제43주년 광복절 경축사,1988-08-15,http://dams.pa.go.kr:8888/dams/DOCUMENT/2009/11/26/DOC/SRC/0104200911264090300040903012870.PDF,국내
1307326,노태우,청와대 국무회의에서의 지시,1988-09-02,http://dams.pa.go.kr:8888/dams/DOCUMENT/2009/11/26/DOC/SRC/0104200911264090400040904012871.PDF,국내
1307327,노태우,미국 타임지 회견,1988-09-05,http://dams.pa.go.kr:8888/dams/DOCUMENT/2009/11/26/DOC/SRC/0104200911264090500040905012872.PDF,국내
1307328,노태우,미국 뉴스위크지 회견,1988-09-05,http://dams.pa.go.kr:8888/dams/DOCUMENT/2009/11/26/DOC/SRC/0104200911264090600040906012873.PDF,국내
1307329,노태우,미국 NBC TV 회견,1988-09-12,http://dams.pa.go.kr:8888/dams/DOCUMENT/2009/11/26/DOC/SRC/0104200911264090700040907012874.PDF,국내
1307330,노태우,일본 AERA지 서면회견,1988-09-13,http://dams.pa.go.kr:8888/dams/DOCUMENT/2009/11/26/DOC/SRC/0104200911264090800040908012875.PDF,국내
1307331,노태우,서울올림픽 개막에 즈음한 특별담화,1988-09-14,http://dams.pa.go.kr:8888/dams/DOCUMENT/2009/11/26/DOC/SRC/0104200911264090900040909012876.PDF,국내
1307332,노태우,서울올림픽 참관 외빈내외를 위한 만찬 연설,1988-09-17,http://dams.pa.go.kr:8888/dams/DOCUMENT/2009/11/26/DOC/SRC/0104200911264091000040910012877.PDF,국내
1307333,노태우,프랑스르 몽드지 회견,1988-09-17,http://dams.pa.go.kr:8888/dams/DOCUMENT/2009/11/26/DOC/SRC/0104200911264091100040911012878.PDF,국내
1307334,노태우,중앙일보 창간23주년 기념 특별회견,1988-09-22,http://dams.pa.go.kr:8888/dams/DOCUMENT/2009/11/26/DOC/SRC/0104200911264091200040912012879.PDF,국내
1307335,노태우,독일 ZDF TV 회견,1988-09-23,http://dams.pa.go.kr:8888/dams/DOCUMENT/2009/11/26/DOC/SRC/0104200911264091300040913012880.PDF,국내
1307338,노태우,서울올림픽의 성공적 개최에 즈음하여 일본에 계시는 동포께 드리는 감사말씀,1988-10-03,http://dams.pa.go.kr:8888/dams/DOCUMENT/2009/11/26/DOC/SRC/0104200911264091600040916012883.PDF,국제
1307336,노태우,서울올림픽 개막에 즈음하여 국민께 드리는 감사말씀,1988-10-03,http://dams.pa.go.kr:8888/dams/DOCUMENT/2009/11/26/DOC/SRC/0104200911264091400040914012881.PDF, 국내
1307337,노태우,서울올림픽의 성공적 개최에 즈음하여 해외동포께 드리는 감사말씀,1988-10-03,http://dams.pa.go.kr:8888/dams/DOCUMENT/2009/11/26/DOC/SRC/0104200911264091500040915012882.PDF,국제
1307339,노태우,1989년도 예산안 제출에 즈음한 국정연설,1988-10-04,http://dams.pa.go.kr:8888/dams/DOCUMENT/2009/11/26/DOC/SRC/0104200911264091700040917012884.PDF,국내
1307340,노태우,제8회 서울장애자 올림픽대회 개회선언,1988-10-15,http://dams.pa.go.kr:8888/dams/DOCUMENT/2009/11/26/DOC/SRC/0104200911264091800040918012885.PDF,국내
1307342,노태우,[유엔총회 연설을 위한 미국 방문] 유엔총회 연설-한반도에 화해와 통일을 여는 길,1988-10-18,http://dams.pa.go.kr:8888/dams/DOCUMENT/2009/11/26/DOC/SRC/0104200911264092000040920012887.PDF,국제
1307344,노태우,[유엔총회 연설을 위한 미국 방문] 미국 동부지역교민 초청리셉션 연설,1988-10-19,http://dams.pa.go.kr:8888/dams/DOCUMENT/2009/11/26/DOC/SRC/0104200911264092200040922012889.PDF,국제
1307343,노태우,[유엔총회 연설을 위한 미국 방문] 미국 외교협회 및 아시아협회 공동주최 오찬 연설-한국의 새시대 : 민주주의·번영·통일의 장래,1988-10-19,http://dams.pa.go.kr:8888/dams/DOCUMENT/2009/11/26/DOC/SRC/0104200911264092100040921012888.PDF,국제
1307346,노태우,[유엔총회 연설을 위한 미국 방문] 미국 월 스트리트 저널지 회견,1988-10-20,http://dams.pa.go.kr:8888/dams/DOCUMENT/2009/11/26/DOC/SRC/0104200911264092400040924012891.PDF,국제
1307345,노태우,[유엔총회 연설을 위한 미국 방문] 미국 하와이교민 초청 리셉션 연설,1988-10-20,http://dams.pa.go.kr:8888/dams/DOCUMENT/2009/11/26/DOC/SRC/0104200911264092300040923012890.PDF,국제
1307347,노태우,[유엔총회 연설을 위한 미국 방문] 방미 수행기자단 간담회,1988-10-20,http://dams.pa.go.kr:8888/dams/DOCUMENT/2009/11/26/DOC/SRC/0104200911264092500040925012892.PDF,국제
1307341,노태우,1988년도 추가경정예산안 제출에 즈음한 시정연설,1988-10-27,http://dams.pa.go.kr:8888/dams/DOCUMENT/2009/11/26/DOC/SRC/0104200911264091900040919012886.PDF,국내
1307348,노태우,[아·태지역 4개국 순방] 아·태지역 4개국 순방 출국인사,1988-11-03,http://dams.pa.go.kr:8888/dams/DOCUMENT/2009/11/26/DOC/SRC/0104200911264092600040926012893.PDF,국내
1307349,노태우,[아·태지역 4개국 순방] 이스칸달 말레이시아 국왕내외 주최 만찬 답사,1988-11-03,http://dams.pa.go.kr:8888/dams/DOCUMENT/2009/11/26/DOC/SRC/0104200911264092700040927012894.PDF,국제
1307350,노태우,[아·태지역 4개국 순방] 말레이시아 교민 초청 리셉션 연설,1988-11-04,http://dams.pa.go.kr:8888/dams/DOCUMENT/2009/11/26/DOC/SRC/0104200911264092800040928012895.PDF,국제
1307351,노태우,[아·태지역 4개국 순방] 호주 ABC TV회견,1988-11-04,http://dams.pa.go.kr:8888/dams/DOCUMENT/2009/11/26/DOC/SRC/0104200911264092900040929012896.PDF,국제
1307352,노태우,[아·태지역 4개국 순방] 호주 교민 초청 리셉션 연설,1988-11-06,http://dams.pa.go.kr:8888/dams/DOCUMENT/2009/11/26/DOC/SRC/0104200911264093000040930012897.PDF,국제
1307353,노태우,[아·태지역 4개국 순방] 호주 경제단체 초청연설,1988-11-07,http://dams.pa.go.kr:8888/dams/DOCUMENT/2009/11/26/DOC/SRC/0104200911264093100040931012898.PDF,국제
1307354,노태우,[아·태지역 4개국 순방] 그라이너 호주 뉴 사우스 웨일즈 주수상 주최 오찬 연설,1988-11-07,http://dams.pa.go.kr:8888/dams/DOCUMENT/2009/11/26/DOC/SRC/0104200911264093200040932012899.PDF,국제
1307355,노태우,[아·태지역 4개국 순방] 호크 호주 수상내외 주최 오찬 답사,1988-11-08,http://dams.pa.go.kr:8888/dams/DOCUMENT/2009/11/26/DOC/SRC/0104200911264093300040933012900.PDF,국제
1307356,노태우,[아·태지역 4개국 순방] 수하르토 인도네시아 대통령내외 주최 만찬 답사,1988-11-09,http://dams.pa.go.kr:8888/dams/DOCUMENT/2009/11/26/DOC/SRC/0104200911264093400040934012901.PDF,국제
1307357,노태우,[아·태지역 4개국 순방] 인도네시아교민 초청리셉션 연설,1988-11-10,http://dams.pa.go.kr:8888/dams/DOCUMENT/2009/11/26/DOC/SRC/0104200911264093500040935012902.PDF,국제
1307358,노태우,[아·태지역 4개국 순방] 수캄다니 인도네시아 상의회장 주최 오찬 연설,1988-11-11,http://dams.pa.go.kr:8888/dams/DOCUMENT/2009/11/26/DOC/SRC/0104200911264093600040936012903.PDF,국제
1307359,노태우,[아·태지역 4개국 순방] 볼키아 브루나이 국왕내외 주최 만찬 답사,1988-11-12,http://dams.pa.go.kr:8888/dams/DOCUMENT/2009/11/26/DOC/SRC/0104200911264093700040937012904.PDF,국제
1307360,노태우,[아·태지역 4개국 순방] 브루나이교민 초청리셉션 연설,1988-11-13,http://dams.pa.go.kr:8888/dams/DOCUMENT/2009/11/26/DOC/SRC/0104200911264093800040938012905.PDF,국제
1307361,노태우,[아·태지역 4개국 순방] 아·태지역 4개국 순방 수행기자단 간담회,1988-11-13,http://dams.pa.go.kr:8888/dams/DOCUMENT/2009/11/26/DOC/SRC/0104200911264093900040939012906.PDF,국제
1307362,노태우,[아·태지역 4개국 순방] 아·태지역 4개국 순방 귀국인사,1988-11-14,http://dams.pa.go.kr:8888/dams/DOCUMENT/2009/11/26/DOC/SRC/0104200911264094000040940012907.PDF,국내
1307363,노태우,서울신문 창간43주년 기념 특별회견,1988-11-22,http://dams.pa.go.kr:8888/dams/DOCUMENT/2009/11/26/DOC/SRC/0104200911264094100040941012908.PDF,국내
1307364,노태우,시국과 관련하여 국민에게 드리는 말씀,1988-11-26,http://dams.pa.go.kr:8888/dams/DOCUMENT/2009/11/26/DOC/SRC/0104200911264094200040942012909.PDF,국내
1307365,노태우,국방대학원 졸업식 치사,1988-12-13,http://dams.pa.go.kr:8888/dams/DOCUMENT/2009/11/26/DOC/SRC/0104200911264094300040943012910.PDF,국내
1307366,노태우,연합통신 창사8주년 기념 특별회견,1988-12-19,http://dams.pa.go.kr:8888/dams/DOCUMENT/2009/11/26/DOC/SRC/0104200911264094400040944012911.PDF,국내
1307367,노태우,주한 미군장병에게 보내는 성탄절 메시지,1988-12-25,http://dams.pa.go.kr:8888/dams/DOCUMENT/2009/11/26/DOC/SRC/0104200911264094500040945012912.PDF,국제
1307368,노태우,서울올림픽 문화행사 참여인사를 위한 오찬 연설,1988-12-26,http://dams.pa.go.kr:8888/dams/DOCUMENT/2009/11/26/DOC/SRC/0104200911264094600040946012913.PDF,국내
1307369,노태우,당정회의시 민생치안에 관한 특별지시,1988-12-28,http://dams.pa.go.kr:8888/dams/DOCUMENT/2009/11/26/DOC/SRC/0104200911264094700040947012914.PDF,국내
1307370,노태우,일본산경신문 회견,1988-12-29,http://dams.pa.go.kr:8888/dams/DOCUMENT/2009/11/26/DOC/SRC/0104200911264094800040948012915.PDF,국내
1307371,노태우,1989년도 신년사,1989-01-01,http://dams.pa.go.kr:8888/dams/DOCUMENT/2009/11/26/DOC/SRC/0104200911264094900040949012916.PDF,국내
1307372,노태우,민정신문 신년호 총재 신년사,1989-01-01,http://dams.pa.go.kr:8888/dams/DOCUMENT/2009/11/26/DOC/SRC/0104200911264095000040950012917.PDF,국내
1307373,노태우,민주정의당 창당 제8주년 기념식 기념사,1989-01-14,http://dams.pa.go.kr:8888/dams/DOCUMENT/2009/11/26/DOC/SRC/0104200911264095100040951012918.PDF,국내
1307374,노태우,1989년 연두 기자회견,1989-01-17,http://dams.pa.go.kr:8888/dams/DOCUMENT/2009/11/26/DOC/SRC/0104200911264095200040952012919.PDF,국내
1307376,노태우,1989년도 각부처 업무보고에 대한 지시,1989-01-30,http://dams.pa.go.kr:8888/dams/DOCUMENT/2009/11/26/DOC/SRC/0104200911264095400040954012921.PDF,국제
1307375,노태우,호크 호주 수상내외를 위한 만찬 만찬사,1989-01-30,http://dams.pa.go.kr:8888/dams/DOCUMENT/2009/11/26/DOC/SRC/0104200911264095300040953012920.PDF,국내
1307377,노태우,주한 외교단을 위한 만찬연설,1989-02-02,http://dams.pa.go.kr:8888/dams/DOCUMENT/2009/11/26/DOC/SRC/0104200911264095500040955012922.PDF,국내
1307378,노태우,한국전쟁기념사업회 창립축하 만찬연설,1989-02-03,http://dams.pa.go.kr:8888/dams/DOCUMENT/2009/11/26/DOC/SRC/0104200911264095600040956012923.PDF,국내
1307379,노태우,군산·장항 광역산업기지 건설 기공식 치사,1989-02-20,http://dams.pa.go.kr:8888/dams/DOCUMENT/2009/11/26/DOC/SRC/0104200911264095700040957012924.PDF,국내
1307381,노태우,보통사람들의 밤에서의 총재 연설,1989-02-24,http://dams.pa.go.kr:8888/dams/DOCUMENT/2009/11/26/DOC/SRC/0104200911264095900040959012926.PDF,국내
1307380,노태우,청와대 출입기자 오찬간담회,1989-02-24,http://dams.pa.go.kr:8888/dams/DOCUMENT/2009/11/26/DOC/SRC/0104200911264095800040958012925.PDF,국내
1307382,노태우,한·미 정상회담후 언론발표문,1989-02-27,http://dams.pa.go.kr:8888/dams/DOCUMENT/2009/11/26/DOC/SRC/0104200911264096000040960012927.PDF,국내
1307383,노태우,제70주년 3·1절 기념사,1989-03-01,http://dams.pa.go.kr:8888/dams/DOCUMENT/2009/11/26/DOC/SRC/0104200911264096100040961012928.PDF,국내
1307384,노태우,중간평가와 관련하여 국민께 드리는 말씀,1989-03-20,http://dams.pa.go.kr:8888/dams/DOCUMENT/2009/11/26/DOC/SRC/0104200911264096200040962012929.PDF,국내
1307385,노태우,육군사관학교 제45기 졸업 및 임관식 치사,1989-03-21,http://dams.pa.go.kr:8888/dams/DOCUMENT/2009/11/26/DOC/SRC/0104200911264096300040963012930.PDF,국내
1307386,노태우,매일경제신문 창간 23돌 기념 특별회견,1989-03-24,http://dams.pa.go.kr:8888/dams/DOCUMENT/2009/11/26/DOC/SRC/0104200911264096400040964012931.PDF,국내
1307387,노태우,공군사관학교 제37기 졸업 및 임관식 치사,1989-03-28,http://dams.pa.go.kr:8888/dams/DOCUMENT/2009/11/26/DOC/SRC/0104200911264096500040965012932.PDF,국내
1307388,노태우,영구임대주택 건설 기공식 치사,1989-03-30,http://dams.pa.go.kr:8888/dams/DOCUMENT/2009/11/26/DOC/SRC/0104200911264096600040966012933.PDF,국내
1307390,노태우,경찰대학 제5기 졸업 및 임관식 치사,1989-03-31,http://dams.pa.go.kr:8888/dams/DOCUMENT/2009/11/26/DOC/SRC/0104200911264096800040968012935.PDF,국내
1307389,노태우,민주정의당 도봉갑 지구당 임시대회 총재 치사,1989-03-31,http://dams.pa.go.kr:8888/dams/DOCUMENT/2009/11/26/DOC/SRC/0104200911264096700040967012934.PDF,국내
1307391,노태우,해군사관학교 제43기 졸업 및 임관식 치사,1989-04-07,http://dams.pa.go.kr:8888/dams/DOCUMENT/2009/11/26/DOC/SRC/0104200911264096900040969012936.PDF,국내
1307392,노태우,국가조찬신도회 인사말,1989-05-02,http://dams.pa.go.kr:8888/dams/DOCUMENT/2009/11/26/DOC/SRC/0104200911264097000040970012937.PDF,국내
1307393,노태우,부산 동의대학교 참사와 관련하여 국민께 드리는 말씀,1989-05-03,http://dams.pa.go.kr:8888/dams/DOCUMENT/2009/11/26/DOC/SRC/0104200911264097100040971012938.PDF,국내
1307394,노태우,나라와 민족을 위한 신원법회 인사말,1989-05-03,http://dams.pa.go.kr:8888/dams/DOCUMENT/2009/11/26/DOC/SRC/0104200911264097200040972012939.PDF,국내
1307395,노태우,예순 일곱번째 어린이날을 맞아 어린이에게 보내는 말씀,1989-05-05,http://dams.pa.go.kr:8888/dams/DOCUMENT/2009/11/26/DOC/SRC/0104200911264097300040973012940.PDF,국내
1307396,노태우,국제로터리클럽 1989서울대회 대표를 위한 오찬 연설,1989-05-20,http://dams.pa.go.kr:8888/dams/DOCUMENT/2009/11/26/DOC/SRC/0104200911264097400040974012941.PDF,국내
1307397,노태우,국제간호협의회 제19차 서울총회에 보내는 메시지,1989-05-31,http://dams.pa.go.kr:8888/dams/DOCUMENT/2009/11/26/DOC/SRC/0104200911264097500040975012942.PDF,국제
1307398,노태우,국제간호협의회 대표 초청 오찬 연설,1989-06-01,http://dams.pa.go.kr:8888/dams/DOCUMENT/2009/11/26/DOC/SRC/0104200911264097600040976012943.PDF,국제
1307399,노태우,민주정의당 지구당 임시대회 총재 치사,1989-06-02,http://dams.pa.go.kr:8888/dams/DOCUMENT/2009/11/26/DOC/SRC/0104200911264097700040977012944.PDF,국내
1307400,노태우,제17회 세계 환경의 날을 맞아 국민께 드리는 말씀,1989-06-05,http://dams.pa.go.kr:8888/dams/DOCUMENT/2009/11/26/DOC/SRC/0104200911264097800040978012945.PDF,국내
1307401,노태우,라디오 주례방송(1) '호국보훈의 달을 맞으면서',1989-06-05,http://dams.pa.go.kr:8888/dams/DOCUMENT/2009/11/26/DOC/SRC/0104200911264097900040979012946.PDF,국내
1307402,노태우,한국일보 창간 35돌 기념 특별회견,1989-06-09,http://dams.pa.go.kr:8888/dams/DOCUMENT/2009/11/26/DOC/SRC/0104200911264098000040980012947.PDF,국내
1307403,노태우,라디오 주례방송(2) '우리 경제의 어려움을 이겨가는 길',1989-06-12,http://dams.pa.go.kr:8888/dams/DOCUMENT/2009/11/26/DOC/SRC/0104200911264098100040981012948.PDF,국제
1307404,노태우,라디오 주례방송(3) '주택문제의 해결을 위하여',1989-06-19,http://dams.pa.go.kr:8888/dams/DOCUMENT/2009/11/26/DOC/SRC/0104200911264098200040982012949.PDF,국제
1307405,노태우,제2회 세계한민족대표자회의 메시지,1989-06-23,http://dams.pa.go.kr:8888/dams/DOCUMENT/2009/11/26/DOC/SRC/0104200911264098300040983012950.PDF,국제
1307406,노태우,라디오 주례방송(4) '6·29 두돌을 맞으며',1989-06-26,http://dams.pa.go.kr:8888/dams/DOCUMENT/2009/11/26/DOC/SRC/0104200911264098400040984012951.PDF,국내
1307408,노태우,서울 상주 및 방한 외신기자단 회견,1989-06-28,http://dams.pa.go.kr:8888/dams/DOCUMENT/2009/11/26/DOC/SRC/0104200911264098600040986012953.PDF,국내
1307407,노태우,6·29선언 2주년 기념 민정신문 특별회견,1989-06-28,http://dams.pa.go.kr:8888/dams/DOCUMENT/2009/11/26/DOC/SRC/0104200911264098500040985012952.PDF,국내
1307409,노태우,6·29 선언 2주년 기념리셉션 연설,1989-06-29,http://dams.pa.go.kr:8888/dams/DOCUMENT/2009/11/26/DOC/SRC/0104200911264098700040987012954.PDF,국내
1307410,노태우,라디오 주례방송(5) '북방정책과 남북한 관계',1989-07-03,http://dams.pa.go.kr:8888/dams/DOCUMENT/2009/11/26/DOC/SRC/0104200911264098800040988012955.PDF,국내
1307411,노태우,"라디오 주례방송(6) '초,중등교육의 발전을 위하여'",1989-07-10,http://dams.pa.go.kr:8888/dams/DOCUMENT/2009/11/26/DOC/SRC/0104200911264098900040989012956.PDF,국내
1307412,노태우,라디오 주례방송(7) '헌법을 다시 읽으며',1989-07-17,http://dams.pa.go.kr:8888/dams/DOCUMENT/2009/11/26/DOC/SRC/0104200911264099000040990012957.PDF,국내
1307413,노태우,라디오 주례방송(8) '대학생들에게(1)',1989-07-24,http://dams.pa.go.kr:8888/dams/DOCUMENT/2009/11/26/DOC/SRC/0104200911264099100040991012958.PDF,국내
1307414,노태우,라디오 주례방송(9) '재난의 극복을 위하여',1989-07-31,http://dams.pa.go.kr:8888/dams/DOCUMENT/2009/11/26/DOC/SRC/0104200911264099200040992012959.PDF,국내
1307415,노태우,라디오 주례방송(10) '대학생들에게(2)',1989-08-07,http://dams.pa.go.kr:8888/dams/DOCUMENT/2009/11/26/DOC/SRC/0104200911264099300040993012960.PDF,국내
